64267,4192
13991,27303
2695,26680
34197,26160
52555,37530
65139,18058
1008,35615
21816,25987
52853,28718
2087,13548
41046,5964
42722,57353
32596,21051
45009,50194
15375,10554
47721,31320
27749,12549
29901,61887
63320,46659
36276,41081
17127,56688
34648,63010
9789,34781
60164,52220
34038,35562
18033,30714
8232,5486
37498,18599
25810,61987
12264,48607
41099,59308
56721,16799
49799,47964
59520,57911
4379,32671
58163,27375
35169,58325
18586,37491
20565,8020
30826,29272
51871,38574
2583,46400
27580,31295
50072,64663
63959,35918
41165,40103
5733,14882
17245,55950
29919,4802
38448,2268
11808,25381
36142,11566
31268,1136
22602,51366
62590,10546
46816,59626
61037,37565
33748,13351
45449,44248
19890,32797
65355,47480
60384,53181
57037,37434
18946,8587
51870,27783
7491,51368
14895,62704
21063,16047
81,21127
62599,26490
24613,41647
15027,50415
24401,16670
39465,53478
54874,4971
8339,4536
59743,19043
54774,4971
53393,38065
42697,63758
26228,39436
3801,6887
60951,22340
45861,6204
59389,4895
25009,59953
5763,4206
8926,8894
60558,6637
61841,62094
15556,27830
49064,31730
29038,51445
34806,55792
28192,52632
43145,49830
27293,22091
55748,35773
29754,41770
15269,14293
