0
52499.0,52702.0
61961.0,61704.0
72225.0,69543.0
80680.0,75659.0
91083.0,80065.0
100969.0,81402.0
110206.0,80573.0
120051.0,78039.0
129413.0,72770.0
137920.0,65776.0
148214.0,57046.0
158215.0,48167.0
166998.0,38772.0
177439.0,29524.0
186746.0,21623.0
196150.0,13938.0
204554.0,9351.0
215469.0,6269.0
223172.0,5889.0
234190.0,7494.0
243580.0,10895.0
253490.0,17114.0
262202.0,25596.0
271740.0,34201.0
280900.0,43478.0
290288.0,53186.0
300241.0,61347.0
310602.0,69490.0
320038.0,75550.0
327866.0,79540.0
338234.0,81065.0
347603.0,80709.0
356948.0,77461.0
366791.0,72477.0
375788.0,65573.0
386013.0,57191.0
395930.0,47862.0
405280.0,38053.0
414218.0,29334.0
423636.0,21174.0
432655.0,14517.0
441764.0,8596.0
452636.0,5862.0
461574.0,4784.0
471882.0,7160.0
481925.0,11934.0
490618.0,17757.0
500963.0,25173.0
510475.0,34418.0
518917.0,43192.0
528083.0,53539.0
538583.0,61741.0
547336.0,69199.0
557715.0,75066.0
566340.0,79112.0
577008.0,81240.0
586890.0,80608.0
596030.0,77431.0
603748.0,72384.0
614461.0,65898.0
623911.0,57582.0
633678.0,48458.0
643207.0,38902.0
652439.0,29617.0
661846.0,21277.0
671184.0,14229.0
681095.0,8848.0
690969.0,6186.0
699915.0,5760.0
709665.0,7341.0
718646.0,11665.0
728458.0,17160.0
738335.0,25424.0
747693.0,33663.0
757243.0,43207.0
765590.0,52783.0
775284.0,61657.0
784800.0,69778.0
794085.0,75061.0
804920.0,80030.0
813418.0,80761.0
824013.0,81004.0
832600.0,78667.0
842877.0,73223.0
851778.0,65682.0
861681.0,57585.0
871986.0,47957.0
880448.0,39036.0
889407.0,29472.0
899233.0,21480.0
909104.0,14578.0
918375.0,9077.0
927859.0,6602.0
938121.0,6279.0
947074.0,7265.0
956376.0,11691.0
966247.0,17655.0
975621.0,24828.0
985162.0,33998.0
994918.0,43198.0
