56394,56883	60202,58677	0
65789,64527	68872,66853	0
75598,72264	78819,73332	0
85184,77236	86915,79095	0
96434,78236	95594,81890	0
104843,81321	107153,81785	0
115598,79355	116501,80190	0
123473,76582	126097,76077	0
133070,70776	136044,69093	0
142665,64139	145520,60799	0
152417,54673	154514,50765	0
161195,46119	164349,41602	0
170418,36341	175037,33336	0
180852,27414	183274,23799	0
189965,18810	192423,16375	0
199611,12264	201360,11759	0
209939,9299	210823,8519	0
219152,6632	220298,6226	0
227998,6623	230207,7214	0
237418,9607	239777,10433	0
247022,13992	249245,16693	0
256391,19875	258590,23504	0
265902,29009	269386,31043	0
275694,37079	278612,41261	0
286399,46443	288468,50836	0
293626,55991	298240,59182	0
304509,64144	307258,67032	0
312478,72274	316622,73752	0
322946,78729	325177,79711	0
332910,81163	335266,81187	0
342541,81616	345372,81952	0
351342,79645	353520,78642	0
361620,77022	364075,74938	0
370483,70898	373915,67899	0
380794,64010	384635,60537	0
389269,55740	393230,51523	0
398970,46422	402788,41557	0
408059,36169	412124,32460	0
417923,27460	420874,24243	0
428937,18838	429935,16754	0
437752,13255	439439,11674	0
446922,7897	448835,7270	0
457600,6375	458737,6356	0
468485,6118	478646,9761	0
484067,13693	487992,15643	0
494541,18508	498191,22980	0
503304,27944	507434,31916	0
512717,37294	516505,41035	0
521770,46318	525605,51189	0
531395,56211	535921,59195	0
541091,65689	545605,66242	0
551577,72220	553810,74056	0
560832,77645	563972,78326	0
570695,79910	573354,80667	0
580704,82364	582802,81706	0
589127,79652	592275,78823	0
599519,76832	602132,74560	0
608638,70878	612660,68842	0
617534,62541	621148,59870	0
626647,54982	631488,51718	0
636714,45867	640698,41411	0
646109,36223	649805,32629	0
655347,26146	659460,23785	0
664947,18911	668071,15463	0
675445,12907	677607,10377	0
685476,8539	687894,7548	0
694450,5409	697136,6254	0
702974,6594	706250,6782	0
713037,9487	717187,11280	0
722438,13864	726197,16377	0
731304,21292	735241,23767	0
740740,28154	744473,32133	0
750240,38013	754499,41792	0
758617,47491	763683,51124	0
769593,55984	773130,59253	0
778845,64844	782393,67267	0
788272,72986	791504,74665	0
798490,79194	801174,79281	0
808564,81474	810976,81039	0
818859,81063	820942,80996	0
827470,79682	830547,79179	0
836162,75750	841069,75510	0
846202,70855	850005,68361	0
856211,63280	861334,62042	0
864473,54518	869048,52065	0
874232,46719	878834,41434	0
884508,36654	889074,32941	0
892808,27632	897630,24641	0
903664,19262	906706,16971	0
912621,13042	915630,10801	0
922097,6760	925088,6429	0
932414,6555	934913,5923	0
940820,6738	943630,6244	0
951366,9219	954196,10292	0
960044,13544	962331,15598	0
969227,21240	973503,21628	0
977748,27974	983431,31873	0
987951,37783	992157,40568	0
