0
77107,913614
77967,824256
74684,741772
79862,642734
82022,548433
77230,448482
78468,353598
80721,267403
82343,170056
81471,81890
171477,904450
177006,827685
173609,727621
173641,632051
177035,541054
174007,444089
170065,357915
170412,270641
168137,177682
161318,68914
264469,912419
269302,821769
258642,730043
260831,632839
266605,543882
264523,454361
264407,349628
268308,262430
266279,180586
265330,75292
357939,913516
356914,823641
357088,728161
357068,636430
357604,535207
359390,444755
359351,357264
358923,254401
357703,170972
359693,74804
449358,915189
452078,823865
450007,732927
449851,631134
452025,542931
448927,443421
449730,352404
450335,261353
447786,159912
449831,70961
539818,904188
539728,815056
539164,720545
539187,630856
542210,544810
538119,449297
540213,356188
540782,256210
540920,166554
542019,75139
634389,909641
635938,822334
634449,724950
636489,635981
634628,538170
638323,448114
633825,355297
636799,259527
637008,159645
637876,75881
724040,907881
723550,809982
724286,725950
723984,629358
720518,540561
724121,450636
721890,355874
722458,263491
723705,169189
719154,77245
815893,909968
817741,813796
815676,722739
822282,638429
819873,541897
818136,441179
823313,347028
817895,252068
819732,172194
818049,81896
911851,907786
913299,824082
913318,731960
911688,631681
912010,546687
910074,454352
911328,353700
908860,262608
909998,163616
909836,73028
