31751,874322	86883,866143	0
86883,866143	120860,868750	0
120860,868750	172601,865403	0
172601,865403	234185,866604	0
234185,866604	279222,868755	0
279222,868755	328272,868971	0
328272,868971	379997,863052	0
379997,863052	416889,867189	0
416889,867189	479967,865395	0
479967,865395	518444,864007	0
518444,864007	580441,868940	0
580441,868940	624381,863169	0
624381,863169	677548,869085	0
677548,869085	717070,868224	0
717070,868224	764886,871994	0
764886,871994	796536,870363	0
796536,870363	842128,870351	0
842128,870351	879157,868468	0
879157,868468	942425,871074	0
53289,773926	90056,776009	0
90056,776009	145507,771469	0
145507,771469	184226,774167	0
184226,774167	236642,770063	0
236642,770063	279367,770718	0
279367,770718	331635,774301	0
331635,774301	381633,776488	0
381633,776488	426708,772310	0
426708,772310	480670,775768	0
480670,775768	522754,773165	0
522754,773165	571261,769805	0
571261,769805	610805,774708	0
610805,774708	669062,769326	0
669062,769326	707137,773598	0
707137,773598	762320,771181	0
762320,771181	807892,774977	0
807892,774977	847573,766965	0
847573,766965	896300,770995	0
896300,770995	943276,773694	0
50524,677631	94368,679032	0
94368,679032	132228,677804	0
132228,677804	185353,676127	0
185353,676127	235711,682373	0
235711,682373	282863,678629	0
282863,678629	324944,679325	0
324944,679325	384381,682598	0
384381,682598	427522,674875	0
427522,674875	479623,674048	0
479623,674048	514764,680885	0
514764,680885	578805,686534	0
578805,686534	618582,680371	0
618582,680371	667601,680788	0
667601,680788	707961,678900	0
707961,678900	753818,682212	0
753818,682212	793932,683898	0
793932,683898	842810,688636	0
842810,688636	898782,684567	0
898782,684567	949600,686267	0
51953,589603	102786,595561	0
102786,595561	147185,596522	0
147185,596522	185700,594167	0
185700,594167	235511,592709	0
235511,592709	283582,590965	0
283582,590965	339364,588620	0
339364,588620	381735,585764	0
381735,585764	425599,597999	0
425599,597999	475854,591259	0
475854,591259	517836,591176	0
517836,591176	564983,588364	0
564983,588364	619948,593826	0
619948,593826	662786,594344	0
662786,594344	705783,588980	0
705783,588980	759520,590591	0
759520,590591	801514,586373	0
801514,586373	858572,582330	0
858572,582330	899715,586322	0
899715,586322	950970,586047	0
45666,499689	74323,499268	0
74323,499268	126623,503539	0
126623,503539	177707,498158	0
177707,498158	230974,497800	0
230974,497800	275107,498592	0
275107,498592	326968,498584	0
326968,498584	373494,500883	0
373494,500883	419220,497263	0
419220,497263	464794,495857	0
464794,495857	531353,500712	0
531353,500712	569574,499781	0
569574,499781	615953,499238	0
615953,499238	659890,499056	0
659890,499056	721238,498360	0
721238,498360	766565,498079	0
766565,498079	813248,500616	0
813248,500616	849491,497900	0
849491,497900	899834,500370	0
899834,500370	955181,505089	0
49875,400995	79702,397930	0
79702,397930	125888,401881	0
125888,401881	176805,398126	0
176805,398126	226630,398091	0
226630,398091	269913,393941	0
269913,393941	334376,404156	0
334376,404156	377326,400723	0
377326,400723	425524,399067	0
425524,399067	476240,400948	0
